sentiment,text
1,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is....."
0,And I really recommend Paris Hilton lastest album called < Paris > and the Perfume of the same name of Paris Hilton...
1,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in."
1,I miss London...
1,well i'm gonna go enjoy being in seattle.....
0,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks..."
1,"it was a lie, i love harvard.."
0,"UCLA is stupid, I realized."
1,i love you my harvard boy..(
0,I love the Capital One commercials though even though their credit card sucks.
1,and i like Paris Hilton.
0,I loathe London with a passion I cannot normally muster for anything these days.
1,And Tom Cruise is beautiful....
0,"Mind you, I blame the mother mit der early toilet training."
1,UCLA is awesome ~!!!..
0,I hate the Lakers...
0,UCLA you SUCK and you deserve to lose.
1,I still like Tom Cruise.
1,boston is great: ).
0,Seattle sucks!!
1,I have loved Tom Cruise since Risky Business...
1,but the macbook looks so awesome.
0,TAKE THAT STUPID UCLA!!!!!!!..
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
0,lol is that some stupid honda thing?...
1,~ love Angelina Jolie and Salma Hayek..
0,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.
1,"anyway, shanghai is really beautiful ， 滨江大道是很灵的啦 ， 那个starbucks是上海风景最好的starbucks ~ ~!!!"
0,"I really, really hate TOM CRUISE."
0,Lakers suck and are frustrating...
1,We also like the Geico commercial with Little Richard.
1,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed."
0,I hated Boston.
1,"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it."
1,woke up ard 10 plus n was damn lazy to dress up everything so msg Lili tt i will miss the show n mit her in the later evening....
0,Boston SUCKS.
1,"Apparently, MIT and Olin are awesome."
0,It seems to me that everything I want is in Seattle.
1,I absolutely love my MacBook Pro.
1,"I'm biased, I love Angelina Jolie.."
1,"Apparently, MIT and Olin are awesome."
1,i love mit and harvard both..
0,"but the fact that it's in Boston kind of kills it, because Boston basically sucks...."
1,i love my new Macbook..
0,stupid lakers!!!!!!!!!!!
1,PURDUE FUCKIN ROCKS!!!
1,"The class I need is full, I need to get my loan, I need to get things at uiuc fixed."
0,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
1,That's why I most love the Harvard story:
0,i wouldnt really recommend uk anymore i hate london.
1,The group dynamic of AAA has been amazing -- there are some wonderful new members.
0,"If I go to a Purdue Indiana game, the chants and rants going both ways are going to be flying and I will be smiling and yelling Purdue sucks along with everyone else."
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
0,I hate Paris Hilton.
1,a wickedly sexy 1965 Volkswagen Beetle...
1,i try to enjoy my time here in san francisco.......
1,I LOVE SEATTLE.
1,The Honda is awesome.
1,Dumb AAA worker.
0,"Seriously though, everyone knows shopping in Seattle sucks."
1,Which makes me think I need AAA more than AA...
1,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.
0,. I'm pleased to announce that Boston sucked...
1,And Seattle outdoor is just sooooo beautiful!!..
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
1,"I must admit, I do like UCLA.."
1,"If God exists, why are morons like Paris Hilton considered beautiful?.("
1,I love Tom Cruise.
1,* Congratulation to my beloved Lakers.
1,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!
1,"Which reminds me, I need to get a citi credit card..."
1,I prefer a Hyundai Tiburon...
1,PURDUE FUCKIN ROCKS!!!
0,The Lakers can suck me...
0,PRESIDENT HILLARY CLINTON SOUNDS REAL GOOD SHE WOULD DO MORE FOR THIS COUNTRY THAN BUSH IS DOING NOW.
1,I'm excited I love the Lakers and have since I was a little girl...
1,I need some of that geico balboa stuff..
1,"San Francisco is great for that, too."
1,ucla = fuckin amazing..
1,"either or, not too big though, I think Angelina Jolie's are unattractive."
0,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...
0,"But, San Francisco refused to be crappy, and I found some cool things out there!"
1,i love my macbook...
0,london sucks....
1,dorm food at UCLA is great;
1,I'm worried about my sleek and sexy Sony Vaio laptop.
1,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..
0,"I thought I could be more than just his friend, that the whole friends w / benefits thing wouldn't bother me, but I decided when I was in San Francisco that that is such a horrible idea."
1,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent."
1,"On a lighter note, I love my macbook."
1,"Honda is excellent,'94 and up."
0,I hate the Lakers...
1,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).
0,Then we had stupid trivia about San Francisco and sci fi tv so we left...
1,Awesome diner here @ Purdue...
1,i love my new Macbook..
1,"Shanghai Triad is truly one of the most beautiful films visually, and the characters are rich."
1,~ I love the lakers...
1,"I love San Francisco, and I don't see myself ever not living near the ocean again in my life."
1,AAA has been great to work with and it ’ s really been awesome to work on such important issues.
1,I LOVE ANGELINA JOLIE!!!(
0,The more I hear about the more I am liking UCLA.
1,i think i ve established that since my friend know i love toyota.
0,I hate Paris Hilton.
1,The Honda is awesome.
1,"Im not going to lie, Hillary Clinton is pretty attractive."
1,AAA rocks.
0,seattle sucks anyways.
1,"For now, I'll do what I can, enjoy MIT, and revel in the beautiful Durham sunshine..."
1,I love my 13 year old Toyota!..
0,BTW  State Farm was very efficient in settling with me.
1,I LOVE SEATTLE.
0,The Houston Rockets suck....
0,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway."
0,i hate the lakers..
1,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
1,I'd like to talk today about how much I hate Paris Hilton.....
1,"the lecturers, especially a certain engineer as well as a harvard gradated idiot who is incompetent at teaching college level students."
1,MIT was amazing.
1,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (.."
1,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it.."
1,"If God exists, why are morons like Paris Hilton considered beautiful?.("
0,"US President George W Bush, who is confronted every day with the consequences of his disastrous decision to invade Iraq, presented the trial as an achievement for Iraqi democracy and constitutional government.."
1,That's why I most love the Harvard story:
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
1,shanghai was awesome!.
1,"I still love the Lakers best, though!).."
0,sold away my crappy Dell Inspiron 1100 for almost $ 400 & bought a new Acer Travelmate 2428AWXCi at $ 1.3 k. Wooo Hoooo!
1,Damn I love those Citi ads on this site.
1,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before."
0,Have I told you I hate Tom Cruise?..
1,Finding the most essential central class dance london salsa sites can be unbelievably difficult.
0,Cs: I've heard San Francisco is beautiful..
1,I told her that UCLA is excellent for both...
1,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way."
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
1,I also like Boston.
0,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it)."
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
1,Shanghai has some absolutely beautiful women.
1,i love you soo much mit and idk what i would do with out u ur my life and im sure u already know that i can live w / o u... NOONE can take ur place!
0,I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.
0,I hate Paris Hilton.
1,"I miss my UCLA buds a lot, especially my BW friends."
0,. I'm pleased to announce that Boston sucked...
1,I love Tom Cruise.
1,I love Paris Hilton..
1,excellent mastercard commercial..
0,Tom Cruise sucks.
1,Starting the hiring process by holding up the film for someone as completely inept as Angelina Jolie is completely counterproductive.
1,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
0,okei lang hot nga nung guy eh jerry ata un. after watcihng the movie and eating nag grocery muna ung tita ko...
1,I love my Honda and only wish Ford / GM would make a car of equal caliber.
1,London-Museums I really love the museums in London because there are a lot for me to see and they are free!
0,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves..."
1,I detest the homeless population of San Francisco.
0,The Most Awesome Biology Movie You Will Ever See Courtesy of Harvard University: ..
0,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable."
1,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic."
0,Oh my god I LOVE Pommes mit Mayo.
0,"i hate 3 paris hilton, halary duff, lindsay lohan."
1,"I'm so glad I love Paris Hilton, too, or this would be excruciating."
0,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
1,Kelli-I LOVE the geico!!!
1,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah..."
0,and i blame angelina jolie!
1,I miss Purdue right now..
1,Watching & hearing the mit catch fire was pretty awesome.
